,AOI,Country,Region,City,Site Name,Description,Method,EO Sensor,Input Data,Indicator code,Time,Measurement Value,Reference Description,Reference time,Reference value,Rule,Indicator Value,Sub-AOI,Y axis,Indicator Name,Color code,Data Provider,AOI_ID,Update Frequency
511,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-08-28,11.417850494384766,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
512,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-08-31,8.03169059753418,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
513,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-09-05,1.2299797534942627,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
514,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-09-07,19.017763137817383,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
515,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-09-12,8.604007720947266,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
516,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-09-15,14.722380638122559,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
517,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-09-17,16.358022689819336,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
518,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-09-25,8.207708358764648,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
519,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-09-27,12.649347305297852,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
520,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-09-30,8.567209243774414,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
521,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-10-02,18.35015106201172,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
522,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-10-05,14.10564136505127,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
523,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-10-10,1.800788402557373,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
524,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-10-12,12.60566520690918,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
525,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-10-15,6.95682954788208,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
526,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-10-17,12.569581985473633,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
527,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-10-20,9.459315299987793,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
528,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-10-22,10.681156158447266,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
529,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-11-04,8.819515228271484,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
530,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-11-06,9.957733154296875,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
531,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-11-14,10.930421829223633,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
532,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-11-21,7.180315971374512,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
533,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-11-29,14.266831398010254,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
534,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-12-01,12.02814769744873,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
535,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-12-06,7.199705123901367,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
536,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-12-16,15.282163619995117,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
537,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-12-26,15.73190689086914,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
538,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-12-29,11.404040336608887,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
539,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-01-03,9.049439430236816,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
540,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-01-10,11.3943452835083,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
541,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-01-18,8.18277645111084,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
542,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-01-28,6.677975654602051,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
543,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-01-30,1.6455166339874268,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
544,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-02-02,9.897544860839844,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
545,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-02-04,6.195007801055908,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
546,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-02-07,3.70290470123291,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
547,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-02-09,5.6963348388671875,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
548,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-02-14,4.0244221687316895,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
549,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-02-17,7.399782657623291,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
550,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-02-19,3.4919354915618896,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
551,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-02-22,4.560187339782715,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
552,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-02-29,5.105043411254883,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
553,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-03-05,6.888178825378418,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
554,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-03-13,7.357481002807617,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
555,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-03-15,8.993756294250488,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
556,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-03-20,4.650551795959473,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
557,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-03-28,2.637739658355713,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
558,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-04-04,3.9214909076690674,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
559,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-04-07,5.281261920928955,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
560,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-04-09,2.241048812866211,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
561,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-04-12,7.3392415046691895,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
562,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-04-14,0.4267451763153076,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
563,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-04-17,3.05326509475708,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
564,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-04-19,4.462150573730469,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
565,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-04-24,5.211813449859619,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
566,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-04-27,3.5417916774749756,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
567,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-04-29,4.902434349060059,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
568,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-05-02,0.6259719729423523,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
569,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-05-04,3.141836643218994,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
570,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-05-07,1.7035679817199707,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
571,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-05-09,5.436112403869629,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
572,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-05-12,1.2466866970062256,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
573,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-05-17,0.38722479343414307,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
574,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-05-19,6.0725274085998535,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
575,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-05-24,16.560333251953125,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
576,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-06-03,7.473672866821289,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
577,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-06-06,1.5709922313690186,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
578,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-06-13,14.65927791595459,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
579,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-06-18,7.113643646240234,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
580,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-06-21,1.1995289325714111,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
581,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-06-23,11.076342582702637,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
582,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-06-26,0.0,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
583,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-06-28,19.30490493774414,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
584,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-07-03,6.599446773529053,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
585,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-07-06,0.2468094825744629,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
586,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-07-08,6.393856048583984,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
587,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-07-11,2.513921022415161,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
588,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-07-13,14.316072463989258,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
589,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-07-16,0.807849109172821,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
590,"35.945,14.58",MT,,Valleta,Grand Harbour,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,2020-07-18,13.35607624053955,Number of ships in 14.0 km x 14.0 km area,,,,,,Number of ships inferred,Changes in Ships traffic,RED,,,Weekly
591,"53.32,-6.05",IE,,Dublin,Dublin,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2018-09-28,0.9999979734420776,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
592,"53.32,-6.05",IE,,Dublin,Dublin,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2018-10-10,0.0,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
593,"53.32,-6.05",IE,,Dublin,Dublin,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2018-10-15,4.734957695007324,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
594,"53.32,-6.05",IE,,Dublin,Dublin,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2018-10-18,6.536539077758789,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
595,"53.32,-6.05",IE,,Dublin,Dublin,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2018-10-28,5.251974582672119,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
596,"53.32,-6.05",IE,,Dublin,Dublin,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2018-10-30,1.811753511428833,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
597,"53.32,-6.05",IE,,Dublin,Dublin,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2018-12-09,10.739402770996094,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
598,"53.32,-6.05",IE,,Dublin,Dublin,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-01-16,2.338693618774414,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
599,"53.32,-6.05",IE,,Dublin,Dublin,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-01-28,3.1993021965026855,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
600,"53.32,-6.05",IE,,Dublin,Dublin,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-02-02,3.2997934818267822,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
601,"53.32,-6.05",IE,,Dublin,Dublin,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-02-07,1.1044224500656128,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
602,"53.32,-6.05",IE,,Dublin,Dublin,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-02-10,6.564629077911377,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
603,"53.32,-6.05",IE,,Dublin,Dublin,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-02-27,5.363481521606445,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
604,"53.32,-6.05",IE,,Dublin,Dublin,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-03-12,2.4854531288146973,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
605,"53.32,-6.05",IE,,Dublin,Dublin,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-03-24,4.756532192230225,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
606,"53.32,-6.05",IE,,Dublin,Dublin,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-03-27,6.423736572265625,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
607,"53.32,-6.05",IE,,Dublin,Dublin,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-04-06,4.911565780639648,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
608,"53.32,-6.05",IE,,Dublin,Dublin,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-04-11,3.544802188873291,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
609,"53.32,-6.05",IE,,Dublin,Dublin,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-04-21,2.498037338256836,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
610,"53.32,-6.05",IE,,Dublin,Dublin,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-05-01,2.962128162384033,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
611,"53.32,-6.05",IE,,Dublin,Dublin,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-06-10,5.29030704498291,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
612,"53.32,-6.05",IE,,Dublin,Dublin,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-06-27,5.627140998840332,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
613,"53.32,-6.05",IE,,Dublin,Dublin,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-07-15,3.982206344604492,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
614,"53.32,-6.05",IE,,Dublin,Dublin,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-08-26,3.869826078414917,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
615,"53.32,-6.05",IE,,Dublin,Dublin,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-08-31,3.6838464736938477,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
616,"53.32,-6.05",IE,,Dublin,Dublin,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-09-05,3.3796467781066895,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
617,"53.32,-6.05",IE,,Dublin,Dublin,,Object Counting,Sentinel-2,Sentinel 2 L1C,E1,,,Number of ships in 14.0 km x 14.0 km area,2019-09-10,2.5411581993103027,,,,Number of ships inferred,Changes in Ships traffic,GREEN,,,Weekly
